filename,class1,gender,race,age
sa_3532701.jpg,gymnast,1,0,0
sa_10549407.jpg,lifeguard,1,1,0
sa_3536267.jpg,motorcyclist,0,1,0
sa_3905562.jpg,speaker,0,0,0
sa_10790146.jpg,repairman,0,1,0
sa_7374048.jpg,singer,0,0,0
sa_1297103.jpg,farmer,0,1,0
sa_7995918.jpg,doctor,0,1,0
sa_3291338.jpg,climber,0,0,0
sa_6045842.jpg,guard,0,1,0
sa_6446153.jpg,disk_jockey,0,1,0
sa_2772779.jpg,repairman,0,1,0
sa_1932356.jpg,flutist,0,2,0
sa_2886046.jpg,nurse,1,1,0
sa_10987830.jpg,retailer,0,0,0
sa_3644509.jpg,machinist,0,1,0
sa_10774597.jpg,cheerleader,1,0,0
sa_181695.jpg,backpacker,0,0,1
sa_7732092.jpg,reporter,0,1,0
sa_2588919.jpg,speaker,0,0,0
sa_3021239.jpg,tennis_player,0,0,0
sa_1341163.jpg,computer_user,0,0,0
sa_1573059.jpg,farmer,0,2,0
sa_9023120.jpg,seller,1,0,0
sa_311823.jpg,guitarist,0,1,0
sa_1127583.jpg,lawman,0,1,0
sa_1927700.jpg,skateboarder,1,1,0
sa_7378964.jpg,skateboarder,0,0,0
sa_7207508.jpg,repairman,0,1,0
sa_3926822.jpg,gardener,0,1,0
sa_6541816.jpg,guitarist,0,0,0
sa_159899.jpg,seller,1,2,0
sa_9204091.jpg,speaker,0,1,0
sa_837776.jpg,boatman,1,0,0
sa_8702059.jpg,lawman,0,0,0
sa_1851560.jpg,climber,1,0,0
sa_7162347.jpg,seller,0,1,0
sa_8311821.jpg,gardener,1,0,0
sa_851699.jpg,singer,0,2,0
sa_11035402.jpg,waiter,0,1,0
sa_7286520.jpg,guitarist,0,0,0
sa_881941.jpg,guard,0,0,0
sa_11002786.jpg,lifeguard,0,1,0
sa_11101294.jpg,seller,0,0,1
sa_4985208.jpg,retailer,0,0,0
sa_7885866.jpg,ballplayer,0,2,0
sa_6277788.jpg,skateboarder,0,0,0
sa_1202642.jpg,sculptor,0,0,0
sa_2761788.jpg,seller,1,0,1
sa_8152165.jpg,student,0,0,0
sa_10587456.jpg,tennis_player,0,1,0
sa_5720549.jpg,lawman,0,1,0
sa_4326866.jpg,prayer,0,1,0
sa_9770616.jpg,painter,0,1,1
sa_7824370.jpg,tennis_player,0,1,0
sa_2979459.jpg,tennis_player,1,1,0
sa_6451924.jpg,computer_user,0,1,0
sa_11137721.jpg,prayer,0,0,0
sa_3073670.jpg,farmer,1,1,0
sa_10603064.jpg,lawman,0,0,0
sa_7132855.jpg,guard,0,0,0
sa_2288537.jpg,computer_user,0,1,0
sa_2522591.jpg,repairman,0,1,0
sa_7023376.jpg,tennis_player,1,0,0
sa_2730109.jpg,farmer,1,1,1
sa_9692491.jpg,farmer,1,2,0
sa_6609463.jpg,guard,0,2,0
sa_8126786.jpg,painter,1,1,0
sa_925056.jpg,speaker,0,0,0
sa_5891401.jpg,guard,0,0,0
sa_7446405.jpg,repairman,0,1,0
sa_4625602.jpg,machinist,0,1,0
sa_1982185.jpg,lawman,0,1,0
sa_2270630.jpg,lawman,1,1,0
sa_10827778.jpg,guard,0,1,0
sa_11053610.jpg,farmer,0,1,0
sa_9622272.jpg,craftsman,0,0,1
sa_6631595.jpg,tennis_player,0,0,0
sa_2902486.jpg,singer,0,1,0
sa_6997513.jpg,boatman,1,0,0
sa_3483018.jpg,skateboarder,0,0,0
sa_3851977.jpg,tennis_player,0,0,0
sa_8988408.jpg,nurse,1,0,0
sa_7249774.jpg,craftsman,1,0,1
sa_2999718.jpg,disk_jockey,0,1,0
sa_2200988.jpg,farmer,1,1,0
sa_6791491.jpg,electrician,0,0,0
sa_8240546.jpg,lawman,0,1,0
sa_5106716.jpg,painter,0,1,1
sa_7853165.jpg,singer,1,0,0
sa_6523720.jpg,tennis_player,1,0,0
sa_8858842.jpg,gymnast,1,0,0
sa_3173565.jpg,gymnast,1,1,0
sa_8006663.jpg,speaker,0,0,1
sa_9334491.jpg,soccer_player,0,0,0
sa_136822.jpg,skateboarder,0,0,0
sa_6413578.jpg,doctor,0,1,0
sa_7532286.jpg,speaker,0,1,0
sa_7221783.jpg,laborer,0,1,0
sa_10866673.jpg,retailer,0,1,0
sa_3827226.jpg,laborer,0,1,0
sa_9679971.jpg,teacher,0,1,1
sa_1647330.jpg,tennis_player,1,1,0
sa_10408995.jpg,singer,0,1,0
sa_8353651.jpg,hairdresser,0,1,0
sa_8969404.jpg,laborer,0,1,1
sa_7650141.jpg,painter,0,1,0
sa_1485699.jpg,singer,0,0,0
sa_2953201.jpg,horseman,0,1,0
sa_714492.jpg,gymnast,1,0,0
sa_9001690.jpg,guitarist,0,1,0
sa_3875805.jpg,gymnast,0,0,0
sa_4411757.jpg,horseman,0,0,0
sa_4665745.jpg,guitarist,0,1,0
sa_2869601.jpg,tennis_player,0,1,0
sa_4779919.jpg,referee,0,0,0
sa_4932672.jpg,seller,0,1,0
sa_9860326.jpg,lawman,0,1,0
sa_10208093.jpg,seller,0,1,0
sa_4494396.jpg,guitarist,0,0,0
sa_204966.jpg,speaker,0,0,1
sa_2667361.jpg,speaker,1,1,0
sa_8713769.jpg,horseman,0,0,0
sa_5012447.jpg,laborer,0,0,0
sa_4996572.jpg,lawman,0,1,0
sa_2120433.jpg,craftsman,1,1,0
sa_5886177.jpg,dancer,0,0,0
sa_3731678.jpg,speaker,0,0,0
sa_4182867.jpg,gymnast,1,0,0
sa_8698197.jpg,soccer_player,0,0,0
sa_5592855.jpg,horseman,1,0,0
sa_5286611.jpg,hairdresser,0,1,0
sa_9118740.jpg,seller,0,1,0
sa_3587637.jpg,dancer,1,0,0
sa_6878070.jpg,farmer,0,1,0
sa_8678037.jpg,singer,0,1,0
sa_11114866.jpg,machinist,0,1,0
sa_7318209.jpg,dancer,0,1,0
sa_5188984.jpg,backpacker,1,0,0
sa_3380016.jpg,hairdresser,0,2,0
sa_665067.jpg,craftsman,1,1,0
sa_2823452.jpg,horseman,1,0,0
sa_3375074.jpg,guard,0,0,0
sa_5132995.jpg,waiter,1,1,0
sa_1147308.jpg,singer,0,0,0
sa_7493474.jpg,boatman,1,1,0
sa_9227821.jpg,farmer,1,0,1
sa_6877223.jpg,drummer,0,1,1
sa_3189303.jpg,painter,0,1,0
sa_6242897.jpg,soldier,0,1,0
sa_7984342.jpg,motorcyclist,1,1,0
sa_5299108.jpg,electrician,0,0,0
sa_5877316.jpg,guitarist,0,0,0
sa_8871920.jpg,disk_jockey,0,0,0
sa_10715839.jpg,hairdresser,0,0,0
sa_277416.jpg,motorcyclist,0,1,0
sa_6218996.jpg,singer,0,0,0
sa_4051577.jpg,computer_user,0,1,0
sa_1633255.jpg,painter,0,2,0
sa_5315638.jpg,guitarist,0,1,0
sa_4813858.jpg,speaker,1,1,0
sa_1579504.jpg,dancer,1,1,0
sa_1721870.jpg,lawman,0,1,0
sa_6745179.jpg,boatman,0,0,0
sa_245588.jpg,horseman,0,0,0
sa_9610469.jpg,craftsman,0,1,1
sa_6595256.jpg,reporter,0,1,0
sa_5446748.jpg,craftsman,1,1,0
sa_8606737.jpg,tennis_player,1,0,0
sa_3452868.jpg,seller,0,1,0
sa_5584264.jpg,guitarist,0,0,0
sa_8316202.jpg,painter,0,1,1
sa_1962392.jpg,prayer,0,0,1
sa_3485189.jpg,guard,0,1,0
sa_1385276.jpg,lifeguard,1,1,0
sa_4528049.jpg,lawman,0,0,0
sa_3662272.jpg,lifeguard,0,0,0
sa_4937857.jpg,lifeguard,0,0,0
sa_7298856.jpg,basketball_player,0,0,0
sa_1472349.jpg,laborer,0,1,1
sa_6427757.jpg,seller,1,1,0
sa_6287312.jpg,tennis_player,0,0,0
sa_3961443.jpg,speaker,0,0,0
sa_4359728.jpg,soldier,1,1,0
sa_6822938.jpg,lawman,0,1,0
sa_4708969.jpg,horseman,0,0,0
sa_774665.jpg,guitarist,0,1,1
sa_6834269.jpg,lifeguard,1,1,0
sa_8299384.jpg,craftsman,0,1,1
sa_3672452.jpg,lawman,0,0,0
sa_6364385.jpg,soldier,0,0,0
sa_3662777.jpg,soccer_player,0,1,0
sa_5225744.jpg,repairman,0,0,0
sa_5627781.jpg,lawman,0,1,1
sa_5675174.jpg,farmer,0,0,1
sa_75989.jpg,prayer,0,0,1
sa_6816721.jpg,ballplayer,0,0,0
sa_9703296.jpg,soldier,0,0,0
sa_6419894.jpg,retailer,0,1,0
sa_1537644.jpg,retailer,0,1,1
sa_6920907.jpg,dancer,0,1,0
sa_3207874.jpg,guitarist,0,0,0
sa_6962989.jpg,backpacker,0,0,0
sa_1584987.jpg,skateboarder,0,1,0
sa_10939766.jpg,lawman,0,1,0
sa_2678040.jpg,singer,0,1,0
sa_4285295.jpg,soldier,0,0,0
sa_3190637.jpg,painter,0,1,1
sa_977124.jpg,flutist,0,1,1
sa_1142603.jpg,singer,1,0,0
sa_1439875.jpg,craftsman,0,0,0
sa_7554443.jpg,gymnast,0,1,0
sa_2816308.jpg,dancer,1,1,0
sa_10521262.jpg,guitarist,0,0,0
sa_10843356.jpg,climber,1,0,0
sa_2396081.jpg,hairdresser,0,1,1
sa_9772940.jpg,lawman,0,0,0
sa_9948307.jpg,singer,0,1,1
sa_9744211.jpg,computer_user,0,0,0
sa_8931200.jpg,painter,1,1,0
sa_2344814.jpg,speaker,0,1,0
sa_8932978.jpg,farmer,0,1,0
sa_5664560.jpg,tennis_player,0,0,0
sa_6346354.jpg,craftsman,0,0,1
sa_9203310.jpg,painter,1,1,0
